,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,maxAge,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,toCurrency
1,,,,,,,,,none,177515414,,,51,,,,,,,,,,,,,INR,1,,,,BSE,Hawa Engineers ltd.,Hawa Engineers Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,HAWAENG.BO,,,,ac0ee41d-0d44-3eaa-8cdc-7aeb6e82716a,in_market,51,51,28.775,,,,51,,473,,51,31.380882,,51,473,,,,,,,,,51,2,INR,143.66197,25,,,,179846400,,,730,,51,51,,0,25,51,,,,14.55,49.6,False,,0,51,51,
1,,,,,,,,,none,-124675225,,,154.35,,,,,,,,,,,,,INR,1,,,,BSE,Authum Investment & Infrastruc,Authum Investment & Infrastructure Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,AIIL.BO,,,,c01114b3-a536-382f-97e1-925740b65486,in_market,150.8,157.85,196.47647,,,,157.85,,7730,,150.8,282.09705,,157.85,7730,,,,,,,,,152.1,2,INR,,9571,,,,1779362304,,,5900,,152.1,155.5,,0,9571,409.85,,,,49.85,154.2,False,,0,157.85,154.35,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,none,370439000,,,61.8,,,,,,,,,,,,,INR,1,,,,BSE,POCL ENTERPRISES LTD,POCL Enterprises Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,POEL.BO,,,,456ef039-ca30-3f13-8bbd-a2f1c901affa,in_market,61.4,62,22.004044,,,,62.85,,2656,,61.4,26.860294,,62,2656,,,,,,,,,60.5,2,INR,,6311,,,,344596192,,,4729,,60.5,61.9,,0,6311,62.85,,,,14.25,61.1,False,,0,62.85,61.8,
1,,,,,,,,,none,48040170,,,32.55,,,,,,,,,,,,,INR,1,,,,BSE,Amba Enterprises Ltd.,Amba Enterprises Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,AEL.BO,,,,8d7c47dd-caba-3c22-bed6-ea672f92c214,in_market,33.5,35.15,11.958383,,,,35.15,,805,,33.5,14.605294,,35.15,805,,,,,,,,,32.05,2,INR,31.601942,20080,,,,412099264,,,3642,,32.05,32.85,,0,20080,35.15,,,,8.21,32.3,False,,0,35.15,32.55,
1,,,,,,,,,none,70904064,,,0.72,,,,,,,,,,,,,INR,1,,,,BSE,Devhari Exports (India) Limite,Devhari Exports (India) Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,DEVHARI.BO,,,,97b01552-d36d-363d-af32-c3a3066acbcb,in_market,0.69,0.72,3.0932353,,,,0.72,,58815,,0.69,1.1763636,,0.72,58815,,,,,,,,,0.7,4,INR,8.780488,1269396,,,,53484052,,,90402,,0.7,0,,0,1269396,5.3,,,,0.7,0.72,False,,0,0.72,0.72,
1,,,,,,,,,none,995746,,,5.78,,,,,,,,,,,,,INR,1,,,,BSE,Capfin India Limited,Capfin India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,CAPFIN.BO,,,,c95d3861-d40c-3dd8-8e1c-1f1f59917055,in_market,5.78,5.25,4.5696325,,,,5.78,,0,,5.78,7.2055883,,5.25,0,,,,,,,,,5.25,2,INR,25.350878,6,,,,16557967,,,354,,5.25,0,,0,6,7.9,,,,2.27,5,False,,0,5.78,5.78,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,Moongipa Securities Ltd.,,Asia/Kolkata,IST,False,19800000,,EQUITY,MOONGIPASEC.BO,,,,58d5ab03-fc4b-3a71-ae80-5beffd74ec3c,in_market,26.35,26.35,,,,,26.35,,,,26.35,,,26.35,,,,,,,,,,26.35,2,INR,,1,,,,,,,,,26.35,,,,1,26.35,,,,26.35,5.96,False,,,26.35,26.35,
1,,,,,,,,,none,4608243000,,,87.7,,,,,,,,,,,,,INR,1,,,,BSE,SATIA INDUSTRIES LIMITED,Satia Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SATIA.BO,,,,4e00eef7-c94e-3cfc-8569-992c847165f0,in_market,87.65,88.2,102.25883,0.003422704,,,90,,5163,,87.65,89.20588,0.3,88.2,5163,,,,,,,,,87.45,2,INR,11.405904,4439,,,,8769999872,,,12136,,87.45,88.95,,0,4439,142.9,,,,57,87.45,False,,0,90,87.7,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,GARMENT MANTRA LIFESTYLE LIMIT,,Asia/Kolkata,IST,False,19800000,,EQUITY,GARMNTMNTR.BO,,,,,in_market,150.5,155.5,,,,,155.5,,,,150.5,,,155.5,,,,,,,,,,144.05,2,INR,,7833,,,,,,,,,144.05,154.9,,,7833,155.5,,,,144.05,147.6,False,,,155.5,153.3,
1,,,,,,,,,none,17347462,,,2.19,,,,,,,,,,,,,INR,1,,,,BSE,Srestha Finvest Limited,Srestha Finvest Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SRESTHA.BO,,,,1b659a82-50f5-3ba3-82ff-70379fc7e117,in_market,2.3,2.19,3.5003676,,,,2.19,,0,,2.3,2.3688235,,2.19,0,,,,,,,,,2.19,4,INR,Infinity,206531,,,,178587712,,,2410,,2.19,3.61,,0,206531,7.87,,,,1.86,0,False,,0,2.19,2.19,
1,,,,,,,,,none,-56698083,,,157.8,,,,,,,,,,,,,INR,1,,,,BSE,Saumya Consultants Ltd.,Saumya Consultants Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SAUMYA.BO,,,,7787d760-8cf5-3496-817c-6789397afee2,in_market,166.1,157.8,46.941914,,,,157.8,,126,,166.1,41.75294,,157.8,126,,,,,,,,,157.8,2,INR,,535,,,,1089910400,,,72,,157.8,166.1,,,535,157.8,,,,39,169,False,,,157.8,157.8,
1,,,,,,,,,none,500453000,,,20.65,,,,,,,,,,,,,INR,1,,,,BSE,MAURIA UDYOG LIMITED,Mauria Udyog Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,MUL.BO,,,,db8ef550-7a39-339f-806e-7ba515ba0f80,in_market,21.7,21.6,12.233677,0.011520737,,,21.7,,8740,,21.7,13.615588,0.25,21.6,8740,,,,,,,,,20.65,2,INR,,12505,,,,275057984,,,9163,,20.65,20.65,,0,12505,66.95,,,,8.38,0,False,,0,21.7,20.65,
1,,,,,,,,,none,1656196,,,36.45,,,,,,,,,,,,,INR,1,,,,BSE,Mishka Exim Limited,Mishka Exim Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,MISHKA.BO,,,,9d64f567-1a70-335f-bcba-1425c687f97a,in_market,36,36.45,27.294853,,,,36.45,,23,,36,28.15294,,36.45,23,,,,,,,,,36.45,2,INR,,29,,,,526702496,,,672,,36.45,36.55,,0,29,36.45,,,,25.9,36.45,False,,0,36.45,36.45,
1,,,,,,,,,none,3337003000,,,1306.55,,,,,,,,,,,,,INR,1,,,,BSE,Sportking India Ltd.,Sportking India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SPORTKING.BO,,,,8667767f-a159-38ad-90b9-ea393c1f65c0,in_market,1244.35,1250,391.0603,,,,1306.55,,868,,1244.35,656.1926,,1250,868,,,,,,,,,1250,2,INR,67.574356,12071,,,,4652624896,,,985,,1250,0,,0,12071,1306.55,,,,146.35,1306.55,False,,0,1306.55,1306.55,
1,,,,,,,,62000,none,64313500000,,73000,73938.65,,,,9,72770.3,,,80000,,,,,INR,1,,,,BSE,MRF LTD.,MRF Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,MRF.BO,,,,2a8faea9-a769-3c34-b942-0995feb7b762,in_market,73895.8,74237.45,68800.97,0.001353257,,,74700,,2376,,73895.8,82011.69,100,74237.45,2376,,,,,,,,,73772.25,2,INR,26.970497,531,,,,313584156672,,,1842,,73772.25,73971.75,,0,531,96456.3,15.095064,,,50000,73800.15,False,,0,74700,73938.65,,
1,,,,,,,,151,none,17488900000,,195,225.8,,,,9,183.78,,,210,,,,,INR,1,,,,BSE,HEIDELBERGCEMENT INDIA LTD.,HeidelbergCement India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,HEIDELBERG.BO,,,,d2015e59-e7af-3a73-8cba-6878bcad44ef,in_market,227.25,228,201.1239,0.0330033,,,229.15,,26186,,227.25,226.46324,7.5,228,26186,,,,,,,,,225,2,INR,21.502714,7197,,,,51169214464,,,32001,,225,228,,0,7197,244.4,19.964632,,,120,225,False,,0,229.15,225.8,,
1,,,,,,,,118,none,19775000000,,140,74.45,,,,17,137.71,,,166,,,,,INR,1,,,,BSE,NCC LIMITED,NCC Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NCC.BO,,,,f734366c-08c7-33f2-88ee-9376ad9a3e44,in_market,72.45,73,45.27684,0.0027605246,,,75.5,,2468942,,72.45,66.98971,0.2,73,2468942,,,,,,,,,72.55,2,INR,16.156685,379895,,,,45403107328,,,1335342,,72.55,74.45,,0,379895,100,8.118865,,,15.9,74.45,False,,0,75.5,74.45,,
1,,,,,,,,,none,421850000000,,,337.25,,,,,,,,,,,,,INR,1,,,,BSE,VEDANTA LIMITED,Vedanta Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,VEDL.BO,,,,49842c60-d9b8-3b15-81be-c70a680e75c3,in_market,338.1,344.8,134.62427,0.0115350485,,,347.3,,891197,,338.1,172.77942,3.9,344.8,891197,,,,,,,,,335.75,2,INR,,713530,,,,1253625692160,,,3680727,,335.75,338.65,,0,713530,347.3,,,,60.3,338,False,,0,347.3,337.25,,
1,,,,,,,,100,none,7245721000,,100,495.75,,,,1,100,,,100,,,,,INR,1,,,,BSE,NAHAR SPINNING MILLS LTD.,Nahar Spinning Mills Ltd,Asia/Kolkata,IST,False,19800000,,EQUITY,NAHARSPING.BO,,,,c3831fc8-a9cc-360a-9167-f215c64601ac,in_market,482,476.25,49.438236,0.002074689,,,504.45,,4322,,482,77.94242,1,476.25,4322,,,,,,,,,473.1,2,INR,,2258,,,,17879371776,,,9796,,473.1,502,,0,2258,504.45,,,,22.1,497.1,False,,0,504.45,495.75,,
1,,,,,,,,579,none,753982000,,579,1883.9,,,,1,579,,,579,,,,,INR,1,,,,BSE,NATIONAL PEROXIDE LTD.,National Peroxide Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NATPEROX.BO,,,,a2cadc14-ff17-3dd5-b23b-8dc954c6878d,in_market,1879.55,1861.1,1982.1835,0.006650528,,,1920,,4471,,1879.55,1995.9191,12.5,1861.1,4471,,,,,,,,,1861,2,INR,723.46387,2903,,,,10826773504,,,5649,,1861,1905,,0,2903,2370,11.494905,,,821.35,1884,False,,0,1920,1883.9,,
1,,,,,,,,790,buy,440762300000,,1275,1702.6,,,,15,1268.2,,,1480,,,,,INR,1,,,2,BSE,GRASIM INDUSTRIES LTD.,Grasim Industries Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,GRASIM.BO,,,,99ba5896-ffdd-3fdc-a65b-f48a2c78f886,in_market,1725.2,1730,839.325,0.0023185718,,,1740.5,,157709,,1725.2,1058.1162,4,1730,157709,,,,,,,,,1698,2,INR,32.657524,28719,,,,1119612698624,,,116619,,1698,1705.35,,0,28719,1740.5,40.790607,,,380,1699.1,False,,0,1740.5,1702.6,,
1,,,,,,,,2110,none,115474500000,,2422.5,2527.1,,,,2,2422.5,,,2735,,,,,INR,1,,,,BSE,PIRAMAL ENTERPRISES LTD.,Piramal Enterprises Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PEL.BO,,,,f6168941-6490-3de4-b88e-5b8617870a5a,in_market,2516.9,2525,1407.5764,0.0055623986,,,2577,,125735,,2516.9,1513.8809,14,2525,125735,,,,,,,,,2513,2,INR,784.81366,21888,,,,569957089280,,,89375,,2513,2526.25,,0,21888,2577,19.821947,,,608,2525,False,,0,2577,2527.1,,
1,,,,,,,,90,none,3974960000,,130,401.55,,,,4,125,,,150,,,,,INR,1,,,,BSE,NIIT LTD.,NIIT Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NIITLTD.BO,,,,77b76117-08a2-3fbf-bebf-09775c188e45,in_market,406.8,408.3,153.89522,0.024582105,,,410.95,,21773,,406.8,197.55295,10,408.3,21773,,,,,,,,,399.4,2,INR,23.297169,55351,,,,56922517504,,,89913,,399.4,401.55,,0,55351,410.95,49.69678,,,53.55,0,False,,0,410.95,401.55,,
1,,,,,,,,,none,31642170,,,53.4,,,,,,,,,,,,,INR,1,,,,BSE,JAYKAY ENTERPRISES LTD.,Jaykay Enterprises Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,JAYKAY.BO,,,,18bf04a2-3434-36a7-bcce-275cdd74e614,in_market,51.05,53,7.1191177,,,,53.6,,280700,,51.05,15.260294,,53,280700,,,,,,,,,51.05,2,INR,,67268,,,,1982998400,,,155936,,51.05,0,,0,67268,53.6,,,,2.11,0,False,,0,53.6,53.4,,
1,,,,,,,,240,none,2766636000,,240,378.85,,,,1,240,,,240,,,,,INR,1,,,,BSE,NIRLON LTD.,Nirlon Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,NIRLON.BO,,,,f90b442a-062f-34f6-a93e-51ff2606441a,in_market,370.7,403.7,253.06213,0.0020231993,,,403.7,,7638,,370.7,282.3147,0.75,403.7,7638,,,,,,,,,365.05,2,INR,29.368217,2994,,,,34141204480,,,8783,,365.05,382,,0,2994,403.7,46.088806,,,193.6,373,False,,0,403.7,378.85,,
1,,,,,,,,,none,746409520000,,,145.8,,,,,,,,,,,,,INR,1,,,,BSE,OIL AND NATURAL GAS CORPORATIO,Oil and Natural Gas Corporation Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,ONGC.BO,,,,4359da5c-3215-3bb6-a03d-605825af4297,in_market,143.95,143.95,81.681984,0.034734283,,,146.8,,1812154,,143.95,96.54265,5,143.95,1812154,,,,,,,,,143.5,2,INR,42.569344,409749,,,,1834207805440,,,2572369,,143.5,145.85,,0,409749,146.8,,,,51.8,145.55,False,,0,146.8,145.8,,
1,,,,,,,,58,none,24016000,,58,8.4,,,,1,58,,,58,,,,,INR,1,,,,BSE,OIL COUNTRY TUBULAR LTD.,Oil Country Tubular Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,OILCOUNTUB.BO,,,,6e69d969-1d16-3c1c-ba7f-90b6298b6677,in_market,8.31,8.01,4.93375,,,,8.68,,11,,8.31,6.0739393,,8.01,11,,,,,,,,,7.9,2,INR,,15948,,,,372031776,,,5996,,7.9,8.4,,0,15948,8.68,,,,2.87,0,False,,0,8.68,8.4,,
1,,,,,,,,57,none,1594539000,,57,38.15,,,,1,57,,,57,,,,,INR,1,,,,BSE,ORIENTAL HOTELS LTD.,Oriental Hotels Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,ORIENTHOT.BO,,,,2720ff24-1ba9-3cd4-81ec-26d4b1c43c27,in_market,37.3,38,22.495956,0.0053619305,,,39.35,,7114,,37.3,24.625,0.2,38,7114,,,,,,,,,37.4,2,INR,,35580,,,,6813552640,,,10813,,37.4,38.05,,0,35580,39.35,,,,13.15,37.85,False,,0,39.35,38.15,,
1,,,,,,,,,none,239429820,,,26.3,,,,,,,,,,,,,INR,1,,,,BSE,OSWAL AGRO MILLS LTD.,Oswal Agro Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,OSWALAGRO.BO,,,,,in_market,27.05,27.05,9.745767,,,,28.2,,13714,,27.05,11.135428,,27.05,13714,,,,,,,,,26.15,2,INR,11.277873,105715,,,,3530380544,,,31928,,26.15,26.85,,0,105715,28.2,,,,3,26.05,False,,0,28.2,26.3,,
1,,,,,,,,,none,1236101026,,,43,,,,,,,,,,,,,INR,1,,,,BSE,INDIAN SUCROSE LTD.,Indian Sucrose Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,INDSUCR.BO,,,,1ffb7b63-63f6-36ac-b987-83f1db3c9fd1,in_market,43.3,43.9,23.545588,,,,44,,3758,,43.3,24.47353,,43.9,3758,,,,,,,,,42.3,2,INR,5.415617,5579,,,,664857408,,,11312,,42.3,43,,0,5579,44,,,,12.55,42.75,False,,0,44,43,,
1,,,,,,,,,none,1872170000000,,,2408.15,,,,,,,,,,,,,INR,1,,,,BSE,RELIANCE INDUSTRIES LTD.,Reliance Industries Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,RELIANCE.BO,,,,3c33e20a-fe6e-3052-8929-fe19417ac48e,in_market,2483.8,2490.15,2059.3762,0.0026169578,,,2494.95,,871731,,2483.8,1961.822,6.5,2490.15,871731,,,,,,,,,2400.1,2,INR,35.7685,385570,,,,16287016157184,,,715653,,2400.1,2414.45,,0,385570,2494.95,,,,875.7,2410,False,,0,2494.95,2408.15,,
1,,,,,,,,,none,186172000,,,6.74,,,,,,,,,,,,,INR,1,,,,BSE,Pil Italica Lifestyle Limited,Pil Italica Lifestyle Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PILITA.BO,,,,a2d7d5a4-ade8-3422-babb-5159a6d06241,in_market,6.69,6.99,8.136911,,,,6.99,,32450,,6.69,11.433235,,6.99,32450,,,,,,,,,6.71,2,INR,,52063,,,,1760265600,,,71241,,6.71,6.82,,0,52063,14,,,,2.98,6.7,False,,0,6.99,6.74,,
1,,,,,,,,918,none,26683817000,,1119,623.25,,,,4,1109,,,1280,,,,,INR,1,,,,BSE,RAYMOND LTD.,Raymond Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RAYMOND.BO,,,,2fdf940b-1415-3340-9283-e403c9ba5ce0,in_market,615.2,615,295.96912,0.0048764627,,,634.6,,37432,,615.2,338.49847,3,615,37432,,,,,,,,,615,2,INR,,41834,,,,38255644672,,,82699,,615,626.75,,0,41834,653.2,26.242105,,,209.5,625,False,,0,634.6,623.25,,
1,,,,,,,,893,none,38517500000,,1096,2211.4,,,,19,1073.05,,,1425,,,,,INR,1,,,,BSE,PIDILITE INDUSTRIES LTD.,Pidilite Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PIDILITIND.BO,,,,8a3fb29b-dc00-3432-a792-c331030defd4,in_market,2236.35,2260.7,1568.257,0.0031301002,,,2260.7,,30823,,2236.35,1759.0808,7,2260.7,30823,,,,,,,,,2188.45,2,INR,131.9451,87575,,,,1125233197056,,,59664,,2188.45,0,,0,87575,2260.7,114.58031,,,1186.05,2211.4,False,,0,2260.7,2211.4,,
1,,,,,,,,,none,1980343000,,,753.1,,,,,,,,,,,,,INR,1,,,,BSE,PIX TRANSMISSIONS LTD.,Pix Transmissions Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PIXTRANS.BO,,,,34fbd5a5-c1ed-30ef-9bf8-1c7e9db3f028,in_market,727.55,732.8,191.35147,0.002748952,,,758.8,,32164,,727.55,284.78677,2,732.8,32164,,,,,,,,,732.8,2,INR,34.99698,6313,,,,10260986880,,,30893,,732.8,753,,0,6313,758.8,60.296238,,,78.05,747,False,,0,758.8,753.1,,
1,,,,,,,,704,none,58720300000,,720,1348.35,,,,5,817.2,,,1035,,,,,INR,1,,,,BSE,BIRLA CORPORATION LTD.,Birla Corporation Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BIRLACORPN.BO,,,,96b896d5-464b-3438-ad3b-ec6fc1273c32,in_market,1333.1,1333.1,669.3007,0.0056259846,,,1359.65,,27719,,1333.1,723.5682,7.5,1333.1,27719,,,,,,,,,1333.1,2,INR,24.128521,2937,,,,103830085632,,,24208,,1333.1,1348.35,,0,2937,1359.65,23.187445,,,372.5,0,False,,0,1359.65,1348.35,,
1,,,,,,,,,none,12309400000,,,619.9,,,,,,,,,,,,,INR,1,,,,BSE,SURYA ROSHNI LTD.,Surya Roshni Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,SURYAROSNI.BO,,,,bcf75c88-b50d-3836-91f1-ef0a4d0654bd,in_market,614.05,600,251.35184,0.003257064,,,634.35,,33157,,614.05,346.45883,2,600,33157,,,,,,,,,599.8,2,INR,39.40627,14390,,,,33728141312,,,19309,,599.8,623.55,,0,14390,634.35,,,,61.7,619.9,False,,0,634.35,619.9,,
1,,,,,,,,56,none,548400000,,56,107.65,,,,1,56,,,56,,,,,INR,1,,,,BSE,PRIME SECURITIES LTD.,Prime Securities Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PRIMESECU.BO,,,,24ab2ff4-31a7-3149-99d8-b729ac0c6f41,in_market,107.2,111.9,45.8239,,,,111.9,,600617,,107.2,43.30147,,111.9,600617,,,,,,,,,105.6,2,INR,41.37202,2544,,,,2854372096,,,62044,,105.6,109,,0,2544,111.9,,,,24.4,107,False,,0,111.9,107.65,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BSE,PRISM JOHNSON LIMITED.,,Asia/Kolkata,IST,False,19800000,,EQUITY,PRSMJOHNSN.BO,,,,,in_market,128.05,128.4,,,,,128.4,,,,128.05,,,128.4,,,,,,,,,,124.95,2,INR,,14202,,,,,,,,,124.95,126.75,,0,14202,128.4,,,,124.95,126.35,False,,0,128.4,125.35,,
1,,,,,,,,188,none,56307660000,,194,210.15,,,,2,194,,,200,,,,,INR,1,,,,BSE,RAIN INDUSTRIES LIMITED,Rain Industries Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RAIN.BO,,,,,in_market,214.15,215.7,118.635765,0.0046696244,,,215.7,,218246,,214.15,138.45857,1,215.7,218246,,,,,,,,,209.3,2,INR,21.406742,125124,,,,70683107328,,,220054,,209.3,209.9,,0,125124,215.7,6.6293373,,,44.9,209.85,False,,0,215.7,210.15,,
1,,,,,,,,,none,112931000,,,31.15,,,,,,,,,,,,,INR,1,,,,BSE,AMJ LAND HOLDINGS LIMITED,AMJ Land Holdings Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,AMJLAND.BO,,,,b38867b5-3d37-32b1-8b99-354605f0a539,in_market,31.15,31.9,22.167646,0.0064205457,,,32,,2542,,31.15,26.57353,0.2,31.9,2542,,,,,,,,,30.5,2,INR,12.887877,1074,,,,1277149952,,,6340,,30.5,31.45,,0,1074,32,,,,13.1,31.1,False,,0,32,31.15,,
1,,,,,,,,40,none,125412000,,40,35.65,,,,1,40,,,40,,,,,INR,1,,,,BSE,PUNJAB COMMUNICATIONS LTD.,Punjab Communications Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,PUNJCOMMU.BO,,,,1407715e-2f4b-33c4-9a56-f4e8f3b85991,in_market,35.5,34,24.94375,,,,36.4,,1242,,35.5,23.720589,,34,1242,,,,,,,,,34,2,INR,,1485,,,,428641344,,,2477,,34,36.5,,0,1485,36.75,,,,9,0,False,,0,36.4,35.65,,
1,,,,,,,,253,none,12017603000,,253,442.2,,,,1,253,,,253,,,,,INR,1,,,,BSE,RSWM LTD.,RSWM Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RSWM.BO,,,,2ed6dc61-2c04-3f00-8322-fea0e6d889f5,in_market,442.8,438.15,108.99485,0.004516712,,,459.55,,10295,,442.8,156.92795,2,438.15,10295,,,,,,,,,435,2,INR,,11622,,,,10593122304,,,5788,,435,442.2,,0,11622,459.55,,,,55.6,435.35,False,,0,459.55,442.2,,
1,,,,,,,,,none,935886000,,,23,,,,,,,,,,,,,INR,1,,,,BSE,RAJSHREE SUGARS & CHEMICALS LT,Rajshree Sugars and Chemicals Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RAJSREESUG.BO,,,,9b465535-1ad8-3cc7-ad41-92b28a6cdf64,in_market,22.6,23.1,14.407867,0.044247787,,,23.7,,814,,22.6,16.357353,1,23.1,814,,,,,,,,,22.8,2,INR,,2221,,,,647857088,,,4179,,22.8,23.65,,0,2221,23.7,,,,7.61,22.7,False,,0,23.7,23,,
1,,,,,,,,167,none,8426336000,,220,254.9,,,,18,219.61,,,271,,,,,INR,1,,,,BSE,RALLIS INDIA LTD.,Rallis India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RALLIS.BO,,,,f82f407c-357a-3557-af9e-ea88fed04ad0,in_market,253.05,255,281.51874,0.009879471,,,257.85,,32646,,253.05,281.425,2.5,255,32646,,,,,,,,,251.55,2,INR,23.223396,19038,,,,49570144256,,,43789,,251.55,255.5,,0,19038,340,21.420168,,,127.1,0,False,,0,257.85,254.9,,
1,,,,,,,,,none,1151804000,,,18.65,,,,,,,,,,,,,INR,1,,,,BSE,SHREE RAMA NEWSPRINT LTD.,Shree Rama Newsprint Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RAMANEWS.BO,,,,f00f1ae8-bfe2-39ad-b0f2-74936ac91601,in_market,18.9,18.85,14.353015,,,,19.1,,4694,,18.9,15.134118,,18.85,4694,,,,,,,,,18.6,2,INR,,7586,,,,2751285248,,,10727,,18.6,19,,0,7586,19.1,,,,9.6,18.55,False,,0,19.1,18.65,,
1,,,,,,,,,none,201537000,,,21.6,,,,,,,,,,,,,INR,1,,,,BSE,RAMA PAPER MILLS LTD.,Rama Paper Mills Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RAMAPPR-B.BO,,,,0b7498e1-9346-3604-9932-7ff87a2ff8e3,in_market,21.6,23.75,9.650368,,,,23.95,,11076,,21.6,14.070588,,23.75,11076,,,,,,,,,21.6,2,INR,10.384616,5875,,,,208758176,,,3979,,21.6,23.15,,0,5875,23.95,,,,6.06,0,False,,0,23.95,21.6,,
1,,,,,,,,,none,-1905916,,,3.75,,,,,,,,,,,,,INR,1,,,,BSE,RAMA PETROCHEMICALS LTD.,Rama Petrochemicals Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,RAMAPETRO.BO,,,,b92213b3-3581-3452-af67-2e3a72d7862a,in_market,3.61,3.46,3.33529,,,,3.75,,324,,3.61,2.9582353,,3.46,324,,,,,,,,,3.43,4,INR,,18187,,,,39260248,,,1230,,3.43,3.75,,0,18187,6.52,,,,2.15,3.6,False,,0,3.75,3.75,,
